Station Name: DUBLIN (Glasnevin)
Station Height: 18 M 
Latitude:53.370  ,Longitude: -6.270


date: -   09 to 09 utc
rain: -   Precipitation Amount (mm)
maxt: -   Maximum Temperature (C)
mint: -   Minimum Temperature (C)
gmin: -   09utc Grass Minimum Temperature (C)
soil: -   10cm Soil Temperature (C)
ind:  -	  Indicator

date,ind,rain,ind,maxt,ind,mint,gmin,soil
06-mar-2016,0,0.100,0,6.4,0,0.5,-1.9, 
07-mar-2016,0,0.700,0,9.1,1,-0.6,-5.0, 
08-mar-2016,0,3.300,0,9.9,0,2.6,-1.4, 
09-mar-2016,0,0.000,0,10.4,0,3.2,1.4, 
10-mar-2016,0,0.000,0,11.6,0,4.2,1.6, 
11-mar-2016,0,0.000,0,13.9,0,7.1,4.8, 
12-mar-2016,0,0.000,0,15.1,0,9.9,7.9, 
13-mar-2016,0,0.000,0,13.2,0,10.0,8.2, 
14-mar-2016,0,0.000,0,10.5,0,3.1,-0.9, 
15-mar-2016,0,0.000,0,10.7,0,5.6,1.4, 
16-mar-2016,0,0.000,0,9.5,0,7.1,3.1, 
17-mar-2016,0,0.000,0,8.9,0,5.8,2.5, 
18-mar-2016,0,0.000,0,7.9,1,-0.4,-4.8, 
19-mar-2016,0,0.000,0,7.7,0,4.1,5.1, 
20-mar-2016,0,0.000,0,10.8,0,2.7,-1.9, 
21-mar-2016,0,0.000,0,9.1,0,1.7,-2.4, 
22-mar-2016,0,0.000,0,9.1,0,6.0,5.5, 
23-mar-2016,0,1.300,0,13.1,0,6.5,5.2, 
24-mar-2016,0,0.100,0,13.7,0,7.7,5.5, 
25-mar-2016,0,0.600,0,14.7,0,4.1,-0.3, 
26-mar-2016,0,2.400,0,12.8,0,9.8,8.9, 
27-mar-2016,0,1.300,0,10.0,0,5.9,4.2, 
28-mar-2016,0,0.000,0,11.9,0,2.3,-0.6, 
29-mar-2016,0,0.000,0,11.3,0,4.2,1.3, 
30-mar-2016,0,0.600,0,11.7,0,3.4,-0.6, 
31-mar-2016,0,0.200,0,13.1,0,1.9,-2.7, 
01-apr-2016,0,1.700,0,11.6,0,7.2,5.0, 
02-apr-2016,0,12.300,0,10.4,0,6.8,4.6, 
03-apr-2016,0,1.100,0,10.5,0,6.9,5.6, 
04-apr-2016,0,1.100,0,11.4,0,7.0,5.1, 
05-apr-2016,0,0.200,0,13.2,0,3.4,0.9, 
06-apr-2016,0,2.700,0,9.6,0,6.8,5.1, 
07-apr-2016,0,0.500,0,12.8,0,4.5,2.6, 
08-apr-2016,0,0.900,0,11.1,0,5.1,1.6, 
09-apr-2016,4,0.000,0,8.2,0,2.6,-1.2, 
10-apr-2016,0,3.500,0,10.6,0,0.1,-4.2, 
11-apr-2016,0,34.600,0,10.0,0,7.4,6.3, 
12-apr-2016,0,0.100,0,12.8,0,7.9,5.8, 
13-apr-2016,0,1.200,0,12.7,0,3.2,-0.6, 
14-apr-2016,0,0.000,0,11.2,0,8.2,7.1, 
15-apr-2016,0,1.500,0,10.3,0,6.4,2.9, 
16-apr-2016,0,0.600,0,9.4,0,1.7,-0.5, 
17-apr-2016,0,0.000,0,11.8,0,0.7,-2.7, 
18-apr-2016,0,0.000,0,13.7,0,7.5,6.3, 
19-apr-2016,0,0.000,0,13.7,0,7.9,6.5, 
20-apr-2016,0,0.000,0,14.9,0,2.2,1.7, 
21-apr-2016,0,0.000,0,13.6,0,5.1,0.5, 
22-apr-2016,0,0.000,0,12.2,0,8.8,5.4, 
23-apr-2016,0,0.000,0,12.9,0,3.5,-0.1, 
24-apr-2016,0,0.000,0,12.9,0,3.4,-0.4, 
25-apr-2016,0,0.000,0,13.5,0,7.4,6.2, 
26-apr-2016,0,0.700,0,10.6,0,2.3,0.0, 
27-apr-2016,0,3.600,0,9.6,0,1.6,-0.9, 
28-apr-2016,0,2.300,0,10.5,0,2.4,-0.9, 
29-apr-2016,0,0.000,0,11.3,0,2.2,0.6, 
30-apr-2016,0,0.500,0,12.9,0,4.4,2.3, 
01-may-2016,0,4.600,0,17.6,0,8.1,7.1, 
02-may-2016,4,0.000,0,13.8,0,9.0,7.4, 
03-may-2016,0,0.000,0,15.0,0,6.5,4.4, 
04-may-2016,0,0.000,0,16.7,0,9.1,6.7, 
05-may-2016,0,0.000,0,16.4,0,10.4,9.1, 
06-may-2016,0,3.400,0,15.4,0,7.8,3.8, 
07-may-2016,0,2.300,0,13.7,0,9.4,7.6, 
08-may-2016,0,0.000,0,19.7,0,10.1,9.4, 
09-may-2016,0,1.900,0,17.1,0,11.6,8.1, 
10-may-2016,0,8.200,0,18.1,0,11.6,10.0, 
11-may-2016,0,0.600,0,16.8,0,11.3,10.6, 
12-may-2016,0,0.000,0,18.9,0,11.4,10.5, 
13-may-2016,0,0.000,0,15.7,0,10.0,5.5, 
14-may-2016,0,0.000,0,16.1,0,8.1,4.1, 
15-may-2016,0,0.000,0,13.4,0,7.7,3.2, 
16-may-2016,0,0.000,0,15.7,0,6.2,2.7, 
17-may-2016,0,0.900,0,18.7,0,9.2,5.4, 
18-may-2016,0,3.700,0,15.7,0,10.0,8.5, 
19-may-2016,0,0.800,0,19.5,0,8.4,4.0, 
20-may-2016,0,0.200,0,16.0,0,11.0,9.4, 
21-may-2016,0,11.300,0,17.9,0,12.8,11.4, 
22-may-2016,0,7.100,0,15.8,0,7.6,3.7, 
23-may-2016,0,0.000,0,15.7,0,7.9,5.9, 
24-may-2016,0,0.000,0,16.2,0,5.0,1.5, 
25-may-2016,0,0.000,0,13.1,0,9.9,7.4, 
26-may-2016,0,0.000,0,13.4,0,10.6,9.0, 
27-may-2016,0,0.000,0,15.8,0,6.9,2.7, 
28-may-2016,0,0.000,0,18.3,0,11.2,8.0, 
29-may-2016,0,0.000,0,19.5,0,10.5,6.4, 
30-may-2016,0,0.000,0,21.1,0,10.6,6.5, 
31-may-2016,0,0.000,0,22.4,0,10.7,7.0, 
01-jun-2016,0,0.000,0,19.2,0,10.2,7.1, 
02-jun-2016,0,0.000,0,17.6,0,12.0,7.4, 
03-jun-2016,0,0.000,0,17.6,0,7.2,2.9, 
04-jun-2016,0,0.000,0,21.4,0,9.0,4.9, 
05-jun-2016,0,0.000,0,20.9,0,15.3,12.6, 
06-jun-2016,0,0.600,0,21.7,0,13.4,10.0, 
07-jun-2016,4,0.000,0,21.1,0,16.2,14.2, 
08-jun-2016,4,0.000,0,20.3,0,15.1,11.7, 
09-jun-2016,0,0.000,0,20.3,0,12.6,12.2, 
10-jun-2016,0,6.300,0,20.1,0,15.2,13.5, 
11-jun-2016,0,10.300,0,19.7,0,14.5,13.3, 
12-jun-2016,0,2.300,0,19.1,0,13.7,12.7, 
13-jun-2016,0,1.000,0,17.6,0,13.0,11.5, 
14-jun-2016,0,1.200,0,16.9,0,13.5,13.0, 
15-jun-2016,0,3.300,0,19.1,0,11.1,7.8, 
16-jun-2016,0,0.000,0,14.2,0,12.3,8.5, 
17-jun-2016,0,0.000,0,15.4,0,10.9,9.8, 
18-jun-2016,0,1.700,0,18.0,0,8.8,5.5, 
19-jun-2016,0,5.100,0,19.1,0,14.5,12.9, 
20-jun-2016,0,0.000,0,19.0,0,14.4,13.4, 
21-jun-2016,4,0.000,0,20.7,0,14.0,12.0, 
22-jun-2016,0,0.000,0,20.6,0,13.9,11.9, 
23-jun-2016,0,1.100,0,20.9,0,10.1,6.4, 
24-jun-2016,0,16.900,0,17.4,0,13.1,11.3, 
25-jun-2016,0,2.100,0,18.3,0,12.6,10.1, 
26-jun-2016,0,0.800,0,18.6,0,12.7,12.2, 
27-jun-2016,0,0.400,0,19.3,0,12.0,10.6, 
28-jun-2016,0,16.500,0,16.9,0,11.1,6.6, 
29-jun-2016,0,1.300,0,18.4,0,11.8,9.7, 
30-jun-2016,0,1.200,0,18.4,0,10.8,7.5, 
01-jul-2016,0,4.100,0,16.4,0,10.2,7.6, 
02-jul-2016,0,0.200,0,18.2,0,9.6,7.2, 
03-jul-2016,0,0.000,0,19.3,0,11.8,8.2, 
04-jul-2016,0,2.800,0,21.4,0,10.2,5.8, 
05-jul-2016,0,0.000,0,18.8,0,10.1,7.3, 
06-jul-2016,0,0.700,0,19.9,0,12.6,8.4, 
07-jul-2016,0,0.000,0,20.9,0,13.9,12.4, 
08-jul-2016,0,2.700,0,21.6,0,15.2,13.9, 
09-jul-2016,0,0.000,0,22.9,0,15.2,13.9, 
10-jul-2016,0,3.000,0,20.4,0,16.2,14.4, 
11-jul-2016,0,0.500,0,20.3,0,14.5,13.4, 
12-jul-2016,0,0.000,0,18.2,0,10.0,6.4, 
13-jul-2016,0,2.300,0,17.6,0,10.5,8.2, 
14-jul-2016,0,1.900,0,20.0,0,10.2,7.4, 
15-jul-2016,0,1.800,0,25.1,0,14.1,12.4, 
16-jul-2016,0,0.000,0,22.6,0,15.0,13.4, 
17-jul-2016,0,0.000,0,24.9,0,14.2,11.9, 
18-jul-2016,0,0.000,0,27.5,0,14.2,11.9, 
19-jul-2016,0,1.700,0,26.6,0,16.4,13.0, 
20-jul-2016,0,0.000,0,22.0,0,18.1,17.4, 
21-jul-2016,0,2.700,0,24.0,0,16.9,15.5, 
22-jul-2016,0,0.000,0,20.3,0,15.2,14.7, 
23-jul-2016,0,0.500,0,21.8,0,16.6,15.2, 
24-jul-2016,4,0.000,0,21.7,0,14.9,12.8, 
25-jul-2016,0,4.600,0,19.1,0,13.1,10.6, 
26-jul-2016,0,6.000,0,20.3,0,14.5,12.4, 
27-jul-2016,0,1.400,0,19.7,0,14.1,12.8, 
28-jul-2016,0,3.800,0,21.9,0,15.3,14.0, 
29-jul-2016,0,0.000,0,20.6,0,13.6,13.1, 
30-jul-2016,0,0.000,0,18.9,0,13.5,12.1, 
31-jul-2016,0,0.000,0,19.7,0,12.4,9.6, 
01-aug-2016,0,2.300,0,17.7,0,12.9,10.0, 
02-aug-2016,0,6.800,0,21.9,0,14.5,13.8, 
03-aug-2016,0,0.400,0,18.9,0,15.8,13.4, 
04-aug-2016,0,4.700,0,21.0,0,15.4,14.0, 
05-aug-2016,0,0.000,0,21.1,0,13.6,10.6, 
06-aug-2016,0,0.000,0,24.2,0,14.0,10.7, 
07-aug-2016,0,0.800,0,21.4,0,15.8,14.5, 
08-aug-2016,0,0.200,0,19.9,0,12.0,9.7, 
09-aug-2016,0,1.000,0,17.4,0,10.9,8.2, 
10-aug-2016,0,1.300,0,15.7,0,12.1,10.8, 
11-aug-2016,0,0.000,0,19.6,0,13.1,11.7, 
12-aug-2016,0,0.400,0,21.4,0,14.5,12.4, 
13-aug-2016,0,0.000,0,18.8,0,14.1,12.3, 
14-aug-2016,0,0.000,0,18.2,0,14.6,13.7, 
15-aug-2016,0,0.000,0,22.1,0,9.9,6.0, 
16-aug-2016,0,0.600,0,21.8,0,13.2,11.5, 
17-aug-2016,0,19.000,0,18.3,0,17.4,15.2, 
18-aug-2016,0,14.000,0,20.1,0,14.9,13.4, 
19-aug-2016,0,11.500,0,20.2,0,14.0,12.4, 
20-aug-2016,0,10.400,0,20.3,0,14.5,14.1, 
21-aug-2016,0,1.000,0,20.1,0,14.1,13.1, 
22-aug-2016,0,2.600,0,21.6,0,15.4,14.8, 
23-aug-2016,0,1.900,0,18.4,0,15.4,14.5, 
24-aug-2016,0,0.000,0,20.8,0,11.9,8.3, 
25-aug-2016,0,0.000,0,19.5,0,10.9,6.7, 
26-aug-2016,0,0.000,0,21.3,0,12.9,9.8, 
27-aug-2016,0,0.600,0,19.7,0,10.6,6.9, 
28-aug-2016,0,0.000,0,21.2,0,15.1,12.0, 
29-aug-2016,0,0.000,0,23.3,0,10.1,6.1, 
30-aug-2016,0,0.700,0,22.3,0,14.8,10.4, 
31-aug-2016,0,0.000,0,19.6,0,13.4,10.5, 
01-sep-2016,0,1.000,0,18.4,0,8.6,4.9, 
02-sep-2016,0,5.500,0,20.5,0,15.2,13.0, 
03-sep-2016,0,14.000,0,16.0,0,14.0,11.2, 
04-sep-2016,0,8.400,0,19.8,0,13.1,11.2, 
05-sep-2016,4,0.000,0,26.5,0,14.6,13.5, 
06-sep-2016,0,0.000,0,26.6,0,19.8,17.6, 
07-sep-2016,0,1.400,0,21.7,0,18.3,16.4, 
08-sep-2016,0,2.700,0,20.4,0,15.0,13.9, 
09-sep-2016,0,2.600,0,18.9,0,14.5,12.5, 
10-sep-2016,0,0.000,0,18.4,0,12.0,8.5, 
11-sep-2016,0,0.000,0,21.2,0,11.4,5.2, 
12-sep-2016,0,2.700,0,22.1,0,17.0,15.4, 
13-sep-2016,0,0.000,0,17.9,0,13.4,12.2, 
14-sep-2016,0,0.000,0,21.1,0,14.1,11.6, 
15-sep-2016,0,0.000,0,22.6,0,13.0,5.6, 
16-sep-2016,0,0.100,0,18.9,0,10.6,6.4, 
17-sep-2016,0,0.000,0,19.1,0,10.6,7.4, 
18-sep-2016,0,2.300,0,17.7,0,9.2,5.3, 
19-sep-2016,0,0.000,0,15.2,0,9.9,6.8, 
20-sep-2016,0,0.000,0,17.3,0,9.2,5.0, 
21-sep-2016,0,7.600,0,16.7,0,8.6,4.7, 
22-sep-2016,0,0.300,0,17.8,0,4.3,0.1, 
23-sep-2016,0,0.200,0,18.8,0,7.4,2.6, 
24-sep-2016,0,3.400,0,18.6,0,15.4,14.6, 
25-sep-2016,0,10.700,0,15.9,0,11.3,9.2, 
26-sep-2016,4,0.000,0,17.7,0,8.7,4.5, 
27-sep-2016,0,0.000,0,19.8,0,12.3,12.1, 
28-sep-2016,0,2.100,0,23.7,0,13.8,11.2, 
29-sep-2016,0,0.400,0,16.9,0,12.3,10.3, 
30-sep-2016,0,10.600,0,15.2,0,9.7,7.3, 
01-oct-2016,0,0.200,0,13.8,0,8.5,5.3, 
02-oct-2016,0,0.000,0,16.1,0,3.9,0.5, 
03-oct-2016,0,0.000,0,17.1,0,9.7,8.3, 
04-oct-2016,0,0.000,0,16.0,0,14.0,12.5, 
05-oct-2016,0,0.000,0,17.1,0,14.1,10.4, 
06-oct-2016,0,0.000,0,14.8,0,12.1,9.8, 
07-oct-2016,0,0.000,0,15.5,0,11.4,8.3, 
08-oct-2016,0,0.000,0,15.4,0,12.1,9.6, 
09-oct-2016,0,0.000,0,16.0,0,8.8,4.6, 
10-oct-2016,0,0.000,0,16.1,0,6.7,3.1, 
11-oct-2016,4,0.000,0,15.0,0,6.8,5.9, 
12-oct-2016,0,2.400,0,15.6,0,12.9,10.6, 
13-oct-2016,0,8.300,0,13.9,0,6.9,2.1, 
14-oct-2016,0,12.100,0,13.2,0,6.5,2.5, 
15-oct-2016,0,13.300,0,14.6,0,9.4,8.2, 
16-oct-2016,0,0.200,0,15.2,0,9.5,7.6, 
17-oct-2016,0,0.300,0,15.4,0,10.7,8.4, 
18-oct-2016,0,0.000,0,12.7,0,6.9,4.8, 
19-oct-2016,0,0.000,0,13.4,0,6.2,2.3, 
20-oct-2016,0,0.000,0,14.2,0,4.5,0.2, 
21-oct-2016,0,0.000,0,14.2,0,7.5,3.3, 
22-oct-2016,0,0.400,0,13.1,0,8.2,5.6, 
23-oct-2016,0,0.800,0,12.0,0,9.2,5.4, 
24-oct-2016,0,0.200,0,12.8,0,9.6,7.4, 
25-oct-2016,0,0.100,0,14.9,0,10.0,7.1, 
26-oct-2016,0,0.000,0,15.6,0,11.4,9.1, 
27-oct-2016,4,0.000,0,16.2,0,12.7,10.1, 
28-oct-2016,0,0.000,0,16.2,0,13.5,12.0, 
29-oct-2016,0,0.000,0,14.0,0,12.1,11.4, 
30-oct-2016,0,0.000,0,14.9,0,7.9,4.6, 
31-oct-2016,0,0.000,0,14.5,0,8.4,4.4, 
01-nov-2016,0,0.000,0,11.7,0,8.2,6.0, 
02-nov-2016,0,0.000,0,11.1,0,3.0,-0.4, 
03-nov-2016,0,0.400,0,10.8,0,5.6,3.3, 
04-nov-2016,4,0.000,0,10.9,0,4.9,1.9, 
05-nov-2016,0,0.000,0,9.5,0,4.4,2.0, 
06-nov-2016,0,0.000,0,9.8,0,2.9,0.4, 
07-nov-2016,0,0.000,0,9.3,0,0.8,-2.0, 
08-nov-2016,0,12.100,0,10.2,0,2.6,-0.5, 
09-nov-2016,0,0.200,0,10.6,0,4.3,1.8, 
10-nov-2016,0,0.000,0,10.5,0,6.2,3.9, 
11-nov-2016,0,3.200,0,14.1,0,0.5,-2.9, 
12-nov-2016,4,0.000,0,13.3,0,2.2,0.1, 
13-nov-2016,0,0.100,0,14.0,0,5.5,2.6, 
14-nov-2016,0,0.200,0,16.4,0,10.4,9.4, 
15-nov-2016,0,1.100,0,16.3,0,12.4,10.5, 
16-nov-2016,0,8.500,0,10.9,0,8.8,3.9, 
17-nov-2016,0,4.800,0,5.6,0,4.7,3.8, 
18-nov-2016,0,0.300,0,7.1,0,1.6,-0.3, 
19-nov-2016,0,0.000,0,6.1,0,1.8,-1.9, 
20-nov-2016,0,1.700,0,4.4,1,-1.0,-3.6, 
21-nov-2016,0,4.100,0,7.2,1,-0.6,-1.7, 
22-nov-2016,0,0.000,0,8.1,0,4.2,2.8, 
23-nov-2016,0,1.500,0,8.4,0,0.7,-2.9, 
24-nov-2016,4,0.000,0,9.3,0,1.0,-1.0, 
25-nov-2016,0,0.000,0,9.4,0,7.0,4.0, 
26-nov-2016,0,0.000,0,9.3,0,4.0,-0.1, 
27-nov-2016,0,0.000,0,10.0,0,4.9,0.3, 
28-nov-2016,0,0.000,0,8.5,0,7.6,6.5, 
29-nov-2016,0,0.000,0,9.4,1,-0.6,-4.7, 
30-nov-2016,0,0.000,0,9.1,1,-0.5,-4.3, 
01-dec-2016,0,0.000,0,6.5,0,0.6,-3.7, 
02-dec-2016,0,0.000,0,8.3,1,-0.6,-3.8, 
03-dec-2016,0,0.300,0,8.6,0,2.3,1.9, 
04-dec-2016,0,0.000,0,8.6,0,6.4,3.7, 
05-dec-2016,0,0.000,0,10.5,0,2.9,-0.6, 
06-dec-2016,0,0.200,0,15.7,0,4.0,1.5, 
07-dec-2016,0,3.900,0,17.1,0,10.5,8.9, 
08-dec-2016,0,0.100,0,14.9,0,10.6,7.3, 
09-dec-2016,0,0.300,0,14.2,0,7.8,3.2, 
10-dec-2016,0,0.000,0,10.4,0,8.1,2.9, 
11-dec-2016,0,1.200,0,10.4,0,7.2,4.3, 
12-dec-2016,0,2.300,0,11.0,0,1.4,-2.3, 
13-dec-2016,0,2.400,0,14.8,0,9.2,7.4, 
14-dec-2016,0,7.400,0,12.2,0,10.5,7.4, 
15-dec-2016,0,7.400,0,12.3,0,5.1,1.6, 
16-dec-2016,0,0.200,0,8.5,0,6.6,1.1, 
17-dec-2016,0,0.000,0,8.4,1,-0.6,-4.6, 
18-dec-2016,4,0.000,0,10.2,0,0.3,-2.6, 
19-dec-2016,4,0.000,0,9.8,0,4.5,0.6, 
20-dec-2016,0,4.300,0,9.1,1,-0.3,-3.6, 
21-dec-2016,0,0.300,0,8.4,0,0.6,-2.3, 
22-dec-2016,4,0.000,0,11.7,0,5.6,2.6, 
23-dec-2016,0,5.400,0,12.9,0,6.7,4.9, 
24-dec-2016,0,2.200,0,13.5,0,6.0,3.7, 
25-dec-2016,0,2.700,0,14.7,0,7.7,6.1, 
26-dec-2016,4,0.000,0,8.1,0,4.3,1.6, 
27-dec-2016,0,0.000,0,8.3,1,-0.5,-4.3, 
28-dec-2016,0,0.000,0,11.5,1,-0.4,-3.0, 
29-dec-2016,0,0.000,0,12.2,1,-0.7,-4.6, 
30-dec-2016,0,0.000,0,13.0,0,2.0,1.5, 
31-dec-2016,0,5.900,0,12.9,0,10.3,7.9, 
