Station Name: DUBLIN (Glasnevin)
Station Height: 18 M 
Latitude:53.370  ,Longitude: -6.270


date: -   09 to 09 utc
rain: -   Precipitation Amount (mm)
maxt: -   Maximum Temperature (C)
mint: -   Minimum Temperature (C)
gmin: -   09utc Grass Minimum Temperature (C)
soil: -   10cm Soil Temperature (C)
ind:  -	  Indicator

date,ind,rain,ind,maxt,ind,mint,gmin,soil
13-mar-2015,0,0.000,0,9.7,0,0.4,-3.6, 
14-mar-2015,0,0.000,0,6.6,0,1.6,-3.8, 
15-mar-2015,0,0.000,0,7.6,0,4.2,-0.1, 
16-mar-2015,0,0.000,0,7.8,0,5.7,4.6, 
17-mar-2015,0,0.200,0,8.6,0,2.5,-2.1, 
18-mar-2015,0,0.000,0,10.9,1,-1.2,-5.7, 
19-mar-2015,0,0.000,0,11.4,1,-0.4,-5.0, 
20-mar-2015,0,0.000,0,11.5,0,3.4,-1.2, 
21-mar-2015,0,0.000,0,11.6,0,4.1,0.4, 
22-mar-2015,0,0.000,0,14.4,0,0.2,-3.9, 
23-mar-2015,0,0.000,0,11.7,0,6.9,5.4, 
24-mar-2015,0,1.100,0,9.4,0,1.5,-0.7, 
25-mar-2015,0,8.800,0,9.9,0,0.4,-3.2, 
26-mar-2015,0,0.000,0,11.5,0,4.4,3.3, 
27-mar-2015,0,0.300,0,13.7,0,2.4,-2.0, 
28-mar-2015,0,9.000,0,15.4,0,7.4,7.4, 
29-mar-2015,0,0.200,0,10.7,0,5.7,5.3, 
30-mar-2015,0,7.700,0,12.1,0,4.0,1.5, 
31-mar-2015,0,2.200,0,10.0,0,6.5,3.9, 
01-apr-2015,0,8.800,0,10.9,0,3.5,1.4, 
02-apr-2015,0,4.800,0,11.2,0,5.5,4.9, 
03-apr-2015,0,0.000,0,10.2,0,6.3,5.8, 
04-apr-2015,0,0.000,0,15.7,0,7.4,5.0, 
05-apr-2015,0,0.000,0,13.1,0,7.8,3.1, 
06-apr-2015,0,0.000,0,16.4,0,3.8,-0.4, 
07-apr-2015,0,0.000,0,16.7,0,4.2,0.1, 
08-apr-2015,0,0.000,0,16.1,0,6.4,1.5, 
09-apr-2015,0,0.000,0,17.6,0,3.9,-0.6, 
10-apr-2015,0,4.700,0,17.6,0,2.7,-2.3, 
11-apr-2015,0,5.200,0,11.6,0,4.1,2.3, 
12-apr-2015,0,1.200,0,11.3,0,6.7,4.3, 
13-apr-2015,0,0.000,0,16.6,0,1.9,-2.0, 
14-apr-2015,4,0.000,0,17.9,0,11.2,9.5, 
15-apr-2015,0,0.100,0,11.6,0,7.6,3.4, 
16-apr-2015,0,0.000,0,12.4,0,6.2,1.6, 
17-apr-2015,0,0.000,0,13.6,0,2.1,-1.5, 
18-apr-2015,0,0.000,0,11.4,0,7.2,5.0, 
19-apr-2015,0,0.000,0,11.6,0,5.3,1.1, 
20-apr-2015,0,0.000,0,13.3,0,7.1,3.3, 
21-apr-2015,0,0.000,0,15.7,0,2.5,-1.8, 
22-apr-2015,0,0.000,0,16.1,0,3.8,-0.1, 
23-apr-2015,0,0.000,0,16.4,0,5.0,1.5, 
24-apr-2015,0,5.500,0,15.6,0,5.6,1.2, 
25-apr-2015,0,5.300,0,9.3,0,7.5,7.8, 
26-apr-2015,0,0.300,0,11.1,0,0.4,-3.9, 
27-apr-2015,0,1.000,0,10.4,1,-0.2,-4.1, 
28-apr-2015,0,2.300,0,11.0,0,2.2,0.4, 
29-apr-2015,0,2.100,0,12.3,0,3.9,2.0, 
30-apr-2015,0,0.000,0,11.1,0,3.9,1.5, 
01-may-2015,0,11.400,0,11.6,0,6.0,0.9, 
02-may-2015,0,31.500,0,11.9,0,6.4,5.6, 
03-may-2015,0,1.400,0,16.8,0,6.5,6.3, 
04-may-2015,0,10.200,0,15.6,0,7.9,5.4, 
05-may-2015,0,2.700,0,13.9,0,8.1,7.9, 
06-may-2015,0,1.000,0,13.6,0,7.8,5.8, 
07-may-2015,0,0.000,0,13.3,0,7.2,4.2, 
08-may-2015,0,13.000,0,10.6,0,5.7,2.1, 
09-may-2015,0,1.500,0,15.3,0,7.1,6.0, 
10-may-2015,0,0.200,0,17.3,0,10.3,8.8, 
11-may-2015,0,0.300,0,17.8,0,11.9,9.6, 
12-may-2015,0,0.000,0,15.4,0,8.9,7.5, 
13-may-2015,4,0.000,0,13.5,0,5.3,0.9, 
14-may-2015,0,1.200,0,11.6,0,8.8,5.9, 
15-may-2015,0,0.200,0,16.6,0,3.8,0.2, 
16-may-2015,0,0.000,0,14.7,0,7.3,5.3, 
17-may-2015,0,2.600,0,14.6,0,8.4,6.6, 
18-may-2015,0,2.400,0,13.3,0,8.2,6.6, 
19-may-2015,0,0.900,0,13.6,0,6.2,4.5, 
20-may-2015,0,0.000,0,15.7,0,4.6,1.7, 
21-may-2015,0,0.000,0,18.8,0,7.1,4.0, 
22-may-2015,0,0.000,0,18.3,0,12.0,12.4, 
23-may-2015,0,0.000,0,17.5,0,8.2,6.4, 
24-may-2015,0,0.300,0,17.2,0,10.9,10.9, 
25-may-2015,0,0.000,0,17.2,0,10.3,9.4, 
26-may-2015,0,0.000,0,17.7,0,11.0,10.4, 
27-may-2015,0,1.800,0,14.6,0,9.4,7.6, 
28-may-2015,0,3.600,0,15.4,0,7.4,5.5, 
29-may-2015,0,2.400,0,15.2,0,7.3,6.0, 
30-may-2015,0,5.500,0,14.8,0,5.1,2.6, 
31-may-2015,0,0.400,0,13.6,0,8.6,7.0, 
01-jun-2015,0,2.700,0,13.5,0,6.7,4.9, 
02-jun-2015,0,0.100,0,16.5,0,8.1,6.4, 
03-jun-2015,0,0.000,0,16.6,0,7.9,5.9, 
04-jun-2015,0,1.700,0,17.2,0,9.3,5.4, 
05-jun-2015,4,0.000,0,17.4,0,10.6,9.7, 
06-jun-2015,0,0.200,0,16.2,0,9.0,7.4, 
07-jun-2015,0,0.000,0,16.9,0,6.8,3.9, 
08-jun-2015,0,0.000,0,14.8,0,8.7,6.0, 
09-jun-2015,0,0.000,0,16.6,0,5.2,0.9, 
10-jun-2015,0,0.000,0,15.7,0,7.2,3.5, 
11-jun-2015,0,0.000,0,16.4,0,10.4,6.9, 
12-jun-2015,0,0.000,0,17.7,0,12.7,10.5, 
13-jun-2015,0,0.000,0,18.7,0,11.1,10.8, 
14-jun-2015,0,0.000,0,16.3,0,7.9,6.2, 
15-jun-2015,0,0.000,0,18.6,0,8.4,4.5, 
16-jun-2015,4,0.000,0,22.2,0,13.6,12.6, 
17-jun-2015,0,0.200,0,20.3,0,16.8,16.6, 
18-jun-2015,0,0.000,0,19.5,0,10.0,8.0, 
19-jun-2015,0,0.300,0,19.4,0,11.3,10.2, 
20-jun-2015,0,0.300,0,21.9,0,14.3,13.4, 
21-jun-2015,0,0.000,0,17.9,0,11.4,10.2, 
22-jun-2015,0,0.000,0,19.5,0,10.0,8.5, 
23-jun-2015,0,0.000,0,19.6,0,8.2,3.9, 
24-jun-2015,0,0.000,0,20.6,0,12.5,9.4, 
25-jun-2015,0,1.700,0,21.2,0,15.5,12.9, 
26-jun-2015,0,0.000,0,21.9,0,15.6,13.9, 
27-jun-2015,0,4.500,0,21.1,0,13.0,8.2, 
28-jun-2015,0,0.000,0,21.2,0,15.5,13.9, 
29-jun-2015,0,0.000,0,23.0,0,14.2,13.1, 
30-jun-2015,0,0.000,0,26.1,0,16.9,16.1, 
01-jul-2015,0,0.000,0,24.7,0,16.4,14.4, 
02-jul-2015,0,0.000,0,21.3,0,16.2,14.0, 
03-jul-2015,0,0.600,0,20.9,0,12.7,8.2, 
04-jul-2015,0,0.700,0,22.7,0,14.8,13.8, 
05-jul-2015,0,9.900,0,19.8,0,14.6,10.9, 
06-jul-2015,0,1.400,0,20.9,0,12.1,8.0, 
07-jul-2015,0,4.100,0,18.7,0,14.1,13.4, 
08-jul-2015,0,0.000,0,17.9,0,13.4,12.4, 
09-jul-2015,0,0.000,0,20.0,0,7.8,3.5, 
10-jul-2015,0,0.000,0,23.1,0,15.6,12.7, 
11-jul-2015,0,0.500,0,17.7,0,12.6,10.1, 
12-jul-2015,0,5.900,0,18.7,0,14.3,13.1, 
13-jul-2015,0,0.700,0,21.2,0,15.0,12.5, 
14-jul-2015,0,0.000,0,17.6,0,12.9,11.9, 
15-jul-2015,0,0.000,0,17.6,0,10.2,6.3, 
16-jul-2015,0,9.500,0,16.6,0,10.6,6.7, 
17-jul-2015,0,0.600,0,18.4,0,12.9,12.1, 
18-jul-2015,0,8.500,0,20.6,0,11.5,9.9, 
19-jul-2015,0,0.700,0,18.8,0,9.8,7.9, 
20-jul-2015,0,0.100,0,21.8,0,13.5,10.9, 
21-jul-2015,0,0.000,0,19.8,0,15.2,13.2, 
22-jul-2015,0,0.000,0,18.1,0,12.1,10.9, 
23-jul-2015,0,0.000,0,18.4,0,11.9,9.8, 
24-jul-2015,0,0.000,0,16.1,0,11.8,9.1, 
25-jul-2015,0,10.400,0,17.4,0,8.9,6.3, 
26-jul-2015,0,5.700,0,15.0,0,8.9,8.5, 
27-jul-2015,0,2.200,0,18.3,0,11.7,11.3, 
28-jul-2015,0,3.300,0,18.2,0,12.0,10.9, 
29-jul-2015,0,2.300,0,17.2,0,10.6,9.0, 
30-jul-2015,0,0.200,0,16.8,0,8.6,5.6, 
31-jul-2015,0,0.800,0,17.7,0,13.0,11.1, 
01-aug-2015,0,4.100,0,19.6,0,10.4,7.3, 
02-aug-2015,0,1.300,0,18.2,0,13.2,12.0, 
03-aug-2015,0,0.100,0,20.6,0,15.4,13.7, 
04-aug-2015,0,2.800,0,19.8,0,14.4,13.1, 
05-aug-2015,0,0.600,0,18.7,0,13.2,11.6, 
06-aug-2015,0,0.000,0,19.2,0,11.1,9.1, 
07-aug-2015,0,1.700,0,17.7,0,12.6,10.5, 
08-aug-2015,0,0.200,0,20.3,0,8.5,4.4, 
09-aug-2015,0,0.200,0,20.5,0,15.4,13.5, 
10-aug-2015,0,0.000,0,20.6,0,15.6,13.6, 
11-aug-2015,0,0.000,0,19.7,0,12.5,9.6, 
12-aug-2015,0,0.000,0,19.5,0,8.7,4.6, 
13-aug-2015,0,0.000,0,20.4,0,9.2,5.5, 
14-aug-2015,4,0.000,0,18.2,0,12.2,10.5, 
15-aug-2015,0,0.000,0,17.8,0,8.3,5.4, 
16-aug-2015,0,0.000,0,18.8,0,10.3,6.5, 
17-aug-2015,0,0.000,0,20.0,0,10.0,6.1, 
18-aug-2015,0,4.600,0,24.1,0,10.7,6.9, 
19-aug-2015,0,7.800,0,20.8,0,14.0,10.9, 
20-aug-2015,0,0.200,0,21.6,0,13.4,9.7, 
21-aug-2015,0,0.000,0,22.6,0,16.9,15.1, 
22-aug-2015,0,26.400,0,17.2,0,12.8,9.1, 
23-aug-2015,0,9.400,0,14.7,0,13.6,13.1, 
24-aug-2015,0,0.000,0,19.2,0,12.4,9.9, 
25-aug-2015,0,11.500,0,15.6,0,6.8,3.4, 
26-aug-2015,0,0.000,0,19.1,0,11.8,9.6, 
27-aug-2015,0,0.200,0,19.7,0,11.6,10.1, 
28-aug-2015,0,0.100,0,20.0,0,11.2,7.1, 
29-aug-2015,0,3.600,0,20.7,0,13.1,10.4, 
30-aug-2015,0,0.000,0,17.9,0,9.8,6.6, 
31-aug-2015,0,12.000,0,16.9,0,10.7,7.2, 
01-sep-2015,0,1.200,0,17.7,0,10.2,7.7, 
02-sep-2015,0,0.100,0,15.3,0,8.8,6.9, 
03-sep-2015,0,0.000,0,14.7,0,10.0,9.1, 
04-sep-2015,0,0.000,0,17.1,0,11.5,10.9, 
05-sep-2015,0,0.000,0,16.8,0,9.4,7.0, 
06-sep-2015,0,0.000,0,15.8,0,6.9,2.9, 
07-sep-2015,0,0.000,0,16.1,0,11.4,10.8, 
08-sep-2015,0,0.000,0,18.2,0,11.9,9.5, 
09-sep-2015,0,0.000,0,17.2,0,11.0,6.4, 
10-sep-2015,0,0.000,0,18.2,0,11.8,7.6, 
11-sep-2015,0,17.800,0,16.6,0,13.9,10.6, 
12-sep-2015,0,0.800,0,16.1,0,12.1,11.1, 
13-sep-2015,0,5.300,0,15.9,0,10.9,8.1, 
14-sep-2015,0,1.200,0,15.8,0,11.6,8.2, 
15-sep-2015,0,0.000,0,17.9,0,11.2,10.1, 
16-sep-2015,0,0.000,0,15.7,0,8.7,4.6, 
17-sep-2015,0,2.300,0,17.5,0,9.6,6.5, 
18-sep-2015,4,0.000,0,16.6,0,11.2,8.5, 
19-sep-2015,0,0.000,0,16.5,0,8.9,4.9, 
20-sep-2015,0,8.700,0,17.7,0,12.4,10.1, 
21-sep-2015,0,8.600,0,16.9,0,11.4,10.1, 
22-sep-2015,0,0.000,0,16.2,0,9.1,6.6, 
23-sep-2015,0,0.300,0,17.9,0,8.6,5.0, 
24-sep-2015,0,1.000,0,15.4,0,9.8,7.9, 
25-sep-2015,0,0.000,0,15.9,0,6.7,4.6, 
26-sep-2015,0,0.000,0,17.1,0,8.5,4.6, 
27-sep-2015,0,0.000,0,17.7,0,7.2,3.6, 
28-sep-2015,0,0.000,0,17.9,0,6.6,3.1, 
29-sep-2015,0,0.000,0,17.2,0,11.4,6.7, 
30-sep-2015,0,0.000,0,15.3,0,7.9,3.9, 
01-oct-2015,0,0.000,0,17.2,0,6.6,2.6, 
02-oct-2015,0,0.000,0,16.5,0,9.2,3.9, 
03-oct-2015,0,0.000,0,12.0,0,9.4,8.2, 
04-oct-2015,0,8.900,0,15.4,0,4.0,0.6, 
05-oct-2015,0,0.200,0,17.4,0,12.0,11.3, 
06-oct-2015,0,1.500,0,17.7,0,12.8,9.5, 
07-oct-2015,0,0.000,0,16.0,0,8.1,5.6, 
08-oct-2015,0,0.000,0,17.7,0,4.9,1.5, 
09-oct-2015,0,0.000,0,17.7,0,10.9,7.5, 
10-oct-2015,0,0.000,0,14.9,0,11.1,8.5, 
11-oct-2015,4,0.000,0,15.1,0,10.1,7.4, 
12-oct-2015,0,0.000,0,13.8,0,7.2,3.3, 
13-oct-2015,0,0.000,0,13.8,0,3.0,-0.4, 
14-oct-2015,0,0.000,0,12.3,0,2.9,-0.6, 
15-oct-2015,0,0.000,0,13.9,0,2.2,-1.3, 
16-oct-2015,0,0.000,0,14.0,0,5.1,1.4, 
17-oct-2015,0,0.000,0,13.0,0,6.7,2.6, 
18-oct-2015,0,2.300,0,12.6,0,9.4,5.3, 
19-oct-2015,4,0.000,0,12.8,0,10.9,9.7, 
20-oct-2015,0,5.300,0,15.0,0,6.4,3.1, 
21-oct-2015,0,0.100,0,15.7,0,9.4,9.2, 
22-oct-2015,0,0.000,0,14.4,0,11.0,8.9, 
23-oct-2015,0,3.800,0,15.2,0,10.1,6.4, 
24-oct-2015,4,0.000,0,12.3,0,8.4,7.5, 
25-oct-2015,4,0.000,0,14.2,0,6.9,2.6, 
26-oct-2015,0,7.900,0,14.1,0,9.1,9.0, 
27-oct-2015,0,5.600,0,13.4,0,12.4,11.4, 
28-oct-2015,0,3.400,0,13.7,0,6.6,3.3, 
29-oct-2015,0,1.700,0,14.2,0,9.3,6.4, 
30-oct-2015,0,0.200,0,16.7,0,10.3,9.0, 
31-oct-2015,0,0.000,0,17.8,0,11.5,10.7, 
01-nov-2015,4,0.000,0,16.7,0,5.9,2.6, 
02-nov-2015,0,0.000,0,16.4,0,8.5,7.5, 
03-nov-2015,0,0.100,0,13.6,0,7.6,6.9, 
04-nov-2015,0,0.200,0,13.6,0,8.7,9.4, 
05-nov-2015,0,3.500,0,14.6,0,6.2,2.7, 
06-nov-2015,0,8.700,0,17.4,0,10.6,8.1, 
07-nov-2015,0,2.700,0,13.7,0,10.1,5.4, 
08-nov-2015,0,9.400,0,16.1,0,9.4,5.5, 
09-nov-2015,0,1.900,0,17.2,0,8.0,4.9, 
10-nov-2015,0,6.600,0,18.2,0,13.6,12.5, 
11-nov-2015,4,0.000,0,15.5,0,12.9,11.9, 
12-nov-2015,0,4.500,0,16.9,0,10.0,6.5, 
13-nov-2015,0,2.100,0,9.1,0,4.3,2.8, 
14-nov-2015,0,14.100,0,15.8,0,4.8,4.3, 
15-nov-2015,0,0.300,0,16.6,0,7.5,6.9, 
16-nov-2015,1,0.100,0,9.9,0,7.2,4.6, 
17-nov-2015,1,13.700,0,15.6,0,6.5,4.5, 
18-nov-2015,0,1.100,0,13.4,0,8.1,6.1, 
19-nov-2015,0,0.000,0,10.2,0,9.1,7.5, 
20-nov-2015,0,0.900,0,8.4,0,5.2,2.7, 
21-nov-2015,0,0.000,0,5.7,0,1.8,-1.0, 
22-nov-2015,0,0.000,0,8.8,0,2.1,-0.2, 
23-nov-2015,0,2.700,0,9.8,1,-0.8,-4.1, 
24-nov-2015,0,1.900,0,10.1,0,5.2,4.6, 
25-nov-2015,0,0.100,0,11.6,0,8.4,7.4, 
26-nov-2015,0,0.000,0,12.9,0,9.1,6.7, 
27-nov-2015,0,4.900,0,12.4,0,10.7,10.4, 
28-nov-2015,0,7.500,0,10.7,0,3.1,1.4, 
29-nov-2015,0,4.000,0,12.3,0,6.5,5.8, 
30-nov-2015,0,2.900,0,13.7,0,5.1,3.0, 
01-dec-2015,0,0.200,0,15.3,0,3.5,1.1, 
02-dec-2015,0,1.200,0,13.6,0,12.2,10.5, 
03-dec-2015,0,28.700,0,9.2,0,6.1,3.1, 
04-dec-2015,0,7.600,0,12.9,0,3.9,2.4, 
05-dec-2015,0,3.700,0,13.9,0,9.0,7.9, 
06-dec-2015,0,0.300,0,14.4,0,6.8,3.9, 
07-dec-2015,0,1.600,0,14.6,0,5.0,2.0, 
08-dec-2015,0,0.400,0,11.5,0,9.6,7.4, 
09-dec-2015,0,8.300,0,12.9,0,5.6,3.2, 
10-dec-2015,0,3.400,0,8.7,0,6.7,4.6, 
11-dec-2015,0,22.200,0,8.4,0,4.9,2.9, 
12-dec-2015,0,15.500,0,8.2,0,4.8,3.2, 
13-dec-2015,0,1.300,0,11.0,0,4.1,3.1, 
14-dec-2015,0,5.000,0,11.3,0,6.9,6.0, 
15-dec-2015,0,2.900,0,13.1,0,9.8,6.9, 
16-dec-2015,0,0.900,0,16.0,0,11.2,10.4, 
17-dec-2015,0,0.200,0,14.6,0,12.4,9.9, 
18-dec-2015,0,0.600,0,16.6,0,11.7,10.1, 
19-dec-2015,0,1.700,0,16.1,0,13.4,11.5, 
20-dec-2015,0,0.800,0,11.7,0,8.1,5.9, 
21-dec-2015,0,3.700,0,14.7,0,6.6,4.5, 
22-dec-2015,0,3.300,0,11.1,0,9.7,7.8, 
23-dec-2015,0,6.800,0,12.9,0,4.2,2.9, 
24-dec-2015,0,2.100,0,6.3,0,5.9,4.0, 
25-dec-2015,0,21.900,0,13.4,0,3.0,0.9, 
26-dec-2015,0,6.900,0,9.6,0,5.1,4.5, 
27-dec-2015,0,0.100,0,13.6,1,-3.1,-3.1, 
28-dec-2015,0,6.900,0,13.4,1,-0.3,-2.3, 
29-dec-2015,0,11.200,0,14.9,0,7.9,5.6, 
30-dec-2015,0,5.700,0,11.7,0,7.9,6.0, 
31-dec-2015,0,0.500,0,8.0,0,4.0,2.6, 
